Year,Month,Date,Is.Diwali,Daytype,AQI,AQI_Category,Category
2019,January,1,NA,Weekdays,368,Very Poor,4
2019,January,2,NA,Weekdays,338,Very Poor,4
2019,January,3,NA,Weekdays,364,Very Poor,4
2019,January,4,NA,Weekdays,408,Severe,5
2019,January,5,NA,Weekends,382,Very Poor,4
2019,January,6,NA,Weekends,308,Very Poor,4
2019,January,7,NA,Weekdays,288,Poor,3
2019,January,8,NA,Weekdays,310,Very Poor,4
2019,January,9,NA,Weekdays,335,Very Poor,4
2019,January,10,NA,Weekdays,364,Very Poor,4
2019,January,11,NA,Weekdays,363,Very Poor,4
2019,January,12,NA,Weekends,402,Severe,5
2019,January,13,NA,Weekends,374,Very Poor,4
2019,January,14,NA,Weekdays,402,Severe,5
2019,January,15,NA,Weekdays,386,Very Poor,4
2019,January,16,NA,Weekdays,314,Very Poor,4
2019,January,17,NA,Weekdays,340,Very Poor,4
2019,January,18,NA,Weekdays,364,Very Poor,4
2019,January,19,NA,Weekends,399,Very Poor,4
2019,January,20,NA,Weekends,396,Very Poor,4
2019,January,21,NA,Weekdays,397,Very Poor,4
2019,January,22,NA,Weekdays,410,Severe,5
2019,January,23,NA,Weekdays,419,Severe,5
2019,January,24,NA,Weekdays,373,Very Poor,4
2019,January,25,NA,Weekdays,323,Very Poor,4
2019,January,26,NA,Weekends,284,Poor,3
2019,January,27,NA,Weekends,248,Poor,3
2019,January,28,NA,Weekdays,245,Poor,3
2019,January,29,NA,Weekdays,214,Poor,3
2019,January,30,NA,Weekdays,237,Poor,3
2019,January,31,NA,Weekdays,275,Poor,3
2019,February,1,NA,Weekdays,328,Very Poor,4
2019,February,2,NA,Weekends,338,Very Poor,4
2019,February,3,NA,Weekends,338,Very Poor,4
2019,February,4,NA,Weekdays,306,Very Poor,4
2019,February,5,NA,Weekdays,322,Very Poor,4
2019,February,6,NA,Weekdays,340,Very Poor,4
2019,February,7,NA,Weekdays,332,Very Poor,4
2019,February,8,NA,Weekdays,306,Very Poor,4
2019,February,9,NA,Weekends,262,Poor,3
2019,February,10,NA,Weekends,151,Moderate,2
2019,February,11,NA,Weekdays,178,Moderate,2
2019,February,12,NA,Weekdays,248,Poor,3
2019,February,13,NA,Weekdays,264,Poor,3
2019,February,14,NA,Weekdays,331,Very Poor,4
2019,February,15,NA,Weekdays,344,Very Poor,4
2019,February,16,NA,Weekends,254,Poor,3
2019,February,17,NA,Weekends,212,Poor,3
2019,February,18,NA,Weekdays,228,Poor,3
2019,February,19,NA,Weekdays,298,Poor,3
2019,February,20,NA,Weekdays,208,Poor,3
2019,February,21,NA,Weekdays,298,Poor,3
2019,February,22,NA,Weekdays,212,Poor,3
2019,February,23,NA,Weekends,226,Poor,3
2019,February,24,NA,Weekends,254,Poor,3
2019,February,25,NA,Weekdays,186,Moderate,2
2019,February,26,NA,Weekdays,123,Moderate,2
2019,February,27,NA,Weekdays,64,Satisfactory,1
2019,February,28,NA,Weekdays,68,Satisfactory,1
2019,March,1,NA,Weekdays,167,Moderate,2
2019,March,2,NA,Weekends,174,Moderate,2
2019,March,3,NA,Weekends,224,Poor,3
2019,March,4,NA,Weekdays,230,Poor,3
2019,March,5,NA,Weekdays,90,Satisfactory,1
2019,March,6,NA,Weekdays,150,Moderate,2
2019,March,7,NA,Weekdays,212,Poor,3
2019,March,8,NA,Weekdays,168,Moderate,2
2019,March,9,NA,Weekends,237,Poor,3
2019,March,10,NA,Weekends,218,Poor,3
2019,March,11,NA,Weekdays,110,Moderate,2
2019,March,12,NA,Weekdays,269,Poor,3
2019,March,13,NA,Weekdays,144,Moderate,2
2019,March,14,NA,Weekdays,205,Poor,3
2019,March,15,NA,Weekdays,222,Poor,3
2019,March,16,NA,Weekends,100,Satisfactory,1
2019,March,17,NA,Weekends,144,Moderate,2
2019,March,18,NA,Weekdays,98,Satisfactory,1
2019,March,19,NA,Weekdays,124,Moderate,2
2019,March,20,NA,Weekdays,122,Moderate,2
2019,March,21,NA,Weekdays,130,Moderate,2
2019,March,22,NA,Weekdays,91,Satisfactory,1
2019,March,23,NA,Weekends,117,Moderate,2
2019,March,24,NA,Weekends,228,Poor,3
2019,March,25,NA,Weekdays,202,Poor,3
2019,March,26,NA,Weekdays,204,Poor,3
2019,March,27,NA,Weekdays,130,Moderate,2
2019,March,28,NA,Weekdays,127,Moderate,2
2019,March,29,NA,Weekdays,168,Moderate,2
2019,March,30,NA,Weekends,94,Satisfactory,1
2019,March,31,NA,Weekends,106,Moderate,2
2019,April,1,NA,Weekdays,66,Satisfactory,1
2019,April,2,NA,Weekdays,75,Satisfactory,1
2019,April,3,NA,Weekdays,64,Satisfactory,1
2019,April,4,NA,Weekdays,82,Satisfactory,1
2019,April,5,NA,Weekdays,78,Satisfactory,1
2019,April,6,NA,Weekends,88,Satisfactory,1
2019,April,7,NA,Weekends,66,Satisfactory,1
2019,April,8,NA,Weekdays,68,Satisfactory,1
2019,April,9,NA,Weekdays,67,Satisfactory,1
2019,April,10,NA,Weekdays,60,Satisfactory,1
2019,April,11,NA,Weekdays,58,Satisfactory,1
2019,April,12,NA,Weekdays,62,Satisfactory,1
2019,April,13,NA,Weekends,74,Satisfactory,1
2019,April,14,NA,Weekends,64,Satisfactory,1
2019,April,15,NA,Weekdays,68,Satisfactory,1
2019,April,16,NA,Weekdays,84,Satisfactory,1
2019,April,17,NA,Weekdays,116,Moderate,2
2019,April,18,NA,Weekdays,178,Moderate,2
2019,April,19,NA,Weekdays,170,Moderate,2
2019,April,20,NA,Weekends,116,Moderate,2
2019,April,21,NA,Weekends,82,Satisfactory,1
2019,April,22,NA,Weekdays,86,Satisfactory,1
2019,April,23,NA,Weekdays,64,Satisfactory,1
2019,April,24,NA,Weekdays,73,Satisfactory,1
2019,April,25,NA,Weekdays,59,Satisfactory,1
2019,April,26,NA,Weekdays,68,Satisfactory,1
2019,April,27,NA,Weekends,87,Satisfactory,1
2019,April,28,NA,Weekends,80,Satisfactory,1
2019,April,29,NA,Weekdays,74,Satisfactory,1
2019,April,30,NA,Weekdays,45,Good,0
2019,May,1,NA,Weekdays,32,Good,0
2019,May,2,NA,Weekdays,27,Good,0
2019,May,3,NA,Weekdays,33,Good,0
2019,May,4,NA,Weekends,38,Good,0
2019,May,5,NA,Weekends,79,Satisfactory,1
2019,May,6,NA,Weekdays,87,Satisfactory,1
2019,May,7,NA,Weekdays,90,Satisfactory,1
2019,May,8,NA,Weekdays,102,Moderate,2
2019,May,9,NA,Weekdays,101,Moderate,2
2019,May,10,NA,Weekdays,104,Moderate,2
2019,May,11,NA,Weekends,86,Satisfactory,1
2019,May,12,NA,Weekends,80,Satisfactory,1
2019,May,13,NA,Weekdays,97,Satisfactory,1
2019,May,14,NA,Weekdays,83,Satisfactory,1
2019,May,15,NA,Weekdays,86,Satisfactory,1
2019,May,16,NA,Weekdays,84,Satisfactory,1
2019,May,17,NA,Weekdays,96,Satisfactory,1
2019,May,18,NA,Weekends,96,Satisfactory,1
2019,May,19,NA,Weekends,97,Satisfactory,1
2019,May,20,NA,Weekdays,113,Moderate,2
2019,May,21,NA,Weekdays,88,Satisfactory,1
2019,May,22,NA,Weekdays,88,Satisfactory,1
2019,May,23,NA,Weekdays,78,Satisfactory,1
2019,May,24,NA,Weekdays,76,Satisfactory,1
2019,May,25,NA,Weekends,72,Satisfactory,1
2019,May,26,NA,Weekends,87,Satisfactory,1
2019,May,27,NA,Weekdays,112,Moderate,2
2019,May,28,NA,Weekdays,111,Moderate,2
2019,May,29,NA,Weekdays,109,Moderate,2
2019,May,30,NA,Weekdays,102,Moderate,2
2019,May,31,NA,Weekdays,91,Satisfactory,1
2019,June,1,NA,Weekends,78,Satisfactory,1
2019,June,2,NA,Weekends,78,Satisfactory,1
2019,June,3,NA,Weekdays,65,Satisfactory,1
2019,June,4,NA,Weekdays,76,Satisfactory,1
2019,June,5,NA,Weekdays,56,Satisfactory,1
2019,June,6,NA,Weekdays,45,Good,0
2019,June,7,NA,Weekdays,48,Good,0
2019,June,8,NA,Weekends,44,Good,0
2019,June,9,NA,Weekends,61,Satisfactory,1
2019,June,10,NA,Weekdays,69,Satisfactory,1
2019,June,11,NA,Weekdays,66,Satisfactory,1
2019,June,12,NA,Weekdays,69,Satisfactory,1
2019,June,13,NA,Weekdays,80,Satisfactory,1
2019,June,14,NA,Weekdays,94,Satisfactory,1
2019,June,15,NA,Weekends,87,Satisfactory,1
2019,June,16,NA,Weekends,58,Satisfactory,1
2019,June,17,NA,Weekdays,72,Satisfactory,1
2019,June,18,NA,Weekdays,111,Moderate,2
2019,June,19,NA,Weekdays,91,Satisfactory,1
2019,June,20,NA,Weekdays,91,Satisfactory,1
2019,June,21,NA,Weekdays,44,Good,0
2019,June,22,NA,Weekends,44,Good,0
2019,June,23,NA,Weekends,39,Good,0
2019,June,24,NA,Weekdays,50,Good,0
2019,June,25,NA,Weekdays,60,Satisfactory,1
2019,June,26,NA,Weekdays,50,Good,0
2019,June,27,NA,Weekdays,45,Good,0
2019,June,28,NA,Weekdays,58,Satisfactory,1
2019,June,29,NA,Weekends,76,Satisfactory,1
2019,June,30,NA,Weekends,101,Moderate,2
2019,July,1,NA,Weekdays,51,Satisfactory,1
2019,July,2,NA,Weekdays,41,Good,0
2019,July,3,NA,Weekdays,48,Good,0
2019,July,4,NA,Weekdays,65,Satisfactory,1
2019,July,5,NA,Weekdays,66,Satisfactory,1
2019,July,6,NA,Weekends,52,Satisfactory,1
2019,July,7,NA,Weekends,44,Good,0
2019,July,8,NA,Weekdays,58,Satisfactory,1
2019,July,9,NA,Weekdays,61,Satisfactory,1
2019,July,10,NA,Weekdays,57,Satisfactory,1
2019,July,11,NA,Weekdays,58,Satisfactory,1
2019,July,12,NA,Weekdays,59,Satisfactory,1
2019,July,13,NA,Weekends,69,Satisfactory,1
2019,July,14,NA,Weekends,82,Satisfactory,1
2019,July,15,NA,Weekdays,86,Satisfactory,1
2019,July,16,NA,Weekdays,89,Satisfactory,1
2019,July,17,NA,Weekdays,101,Moderate,2
2019,July,18,NA,Weekdays,90,Satisfactory,1
2019,July,19,NA,Weekdays,40,Good,0
2019,July,20,NA,Weekends,43,Good,0
2019,July,21,NA,Weekends,52,Satisfactory,1
2019,July,22,NA,Weekdays,48,Good,0
2019,July,23,NA,Weekdays,42,Good,0
2019,July,24,NA,Weekdays,38,Good,0
2019,July,25,NA,Weekdays,63,Satisfactory,1
2019,July,26,NA,Weekdays,63,Satisfactory,1
2019,July,27,NA,Weekends,52,Satisfactory,1
2019,July,28,NA,Weekends,33,Good,0
2019,July,29,NA,Weekdays,29,Good,0
2019,July,30,NA,Weekdays,41,Good,0
2019,July,31,NA,Weekdays,51,Satisfactory,1
2019,August,1,NA,Weekdays,51,Satisfactory,1
2019,August,2,NA,Weekdays,37,Good,0
2019,August,3,NA,Weekends,46,Good,0
2019,August,4,NA,Weekends,64,Satisfactory,1
2019,August,5,NA,Weekdays,72,Satisfactory,1
2019,August,6,NA,Weekdays,56,Satisfactory,1
2019,August,7,NA,Weekdays,35,Good,0
2019,August,8,NA,Weekdays,30,Good,0
2019,August,9,NA,Weekdays,40,Good,0
2019,August,10,NA,Weekends,60,Satisfactory,1
2019,August,11,NA,Weekends,93,Satisfactory,1
2019,August,12,NA,Weekdays,61,Satisfactory,1
2019,August,13,NA,Weekdays,23,Good,0
2019,August,14,NA,Weekdays,47,Good,0
2019,August,15,NA,Weekdays,50,Good,0
2019,August,16,NA,Weekdays,53,Satisfactory,1
2019,August,17,NA,Weekends,31,Good,0
2019,August,18,NA,Weekends,41,Good,0
2019,August,19,NA,Weekdays,31,Good,0
2019,August,20,NA,Weekdays,41,Good,0
2019,August,21,NA,Weekdays,58,Satisfactory,1
2019,August,22,NA,Weekdays,64,Satisfactory,1
2019,August,23,NA,Weekdays,43,Good,0
2019,August,24,NA,Weekends,38,Good,0
2019,August,25,NA,Weekends,38,Good,0
2019,August,26,NA,Weekdays,37,Good,0
2019,August,27,NA,Weekdays,37,Good,0
2019,August,28,NA,Weekdays,45,Good,0
2019,August,29,NA,Weekdays,34,Good,0
2019,August,30,NA,Weekdays,37,Good,0
2019,August,31,NA,Weekends,36,Good,0
2019,September,1,NA,Weekends,43,Good,0
2019,September,2,NA,Weekdays,41,Good,0
2019,September,3,NA,Weekdays,25,Good,0
2019,September,4,NA,Weekdays,27,Good,0
2019,September,5,NA,Weekdays,26,Good,0
2019,September,6,NA,Weekdays,28,Good,0
2019,September,7,NA,Weekends,26,Good,0
2019,September,8,NA,Weekends,27,Good,0
2019,September,9,NA,Weekdays,38,Good,0
2019,September,10,NA,Weekdays,48,Good,0
2019,September,11,NA,Weekdays,38,Good,0
2019,September,12,NA,Weekdays,37,Good,0
2019,September,13,NA,Weekdays,43,Good,0
2019,September,14,NA,Weekends,58,Satisfactory,1
2019,September,15,NA,Weekends,70,Satisfactory,1
2019,September,16,NA,Weekdays,49,Good,0
2019,September,17,NA,Weekdays,40,Good,0
2019,September,18,NA,Weekdays,31,Good,0
2019,September,19,NA,Weekdays,24,Good,0
2019,September,20,NA,Weekdays,42,Good,0
2019,September,21,NA,Weekends,59,Satisfactory,1
2019,September,22,NA,Weekends,51,Satisfactory,1
2019,September,23,NA,Weekdays,40,Good,0
2019,September,24,NA,Weekdays,22,Good,0
2019,September,25,NA,Weekdays,31,Good,0
2019,September,26,NA,Weekdays,41,Good,0
2019,September,27,NA,Weekdays,34,Good,0
2019,September,28,NA,Weekends,37,Good,0
2019,September,29,NA,Weekends,32,Good,0
2019,September,30,NA,Weekdays,31,Good,0
2019,October,1,NA,Weekdays,50,Good,0
2019,October,2,NA,Weekdays,104,Moderate,2
2019,October,3,NA,Weekdays,73,Satisfactory,1
2019,October,4,NA,Weekdays,65,Satisfactory,1
2019,October,5,NA,Weekends,66,Satisfactory,1
2019,October,6,NA,Weekends,86,Satisfactory,1
2019,October,7,NA,Weekdays,73,Satisfactory,1
2019,October,8,NA,Weekdays,70,Satisfactory,1
2019,October,9,NA,Weekdays,45,Good,0
2019,October,10,NA,Weekdays,58,Satisfactory,1
2019,October,11,NA,Weekdays,70,Satisfactory,1
2019,October,12,NA,Weekends,95,Satisfactory,1
2019,October,13,NA,Weekends,114,Moderate,2
2019,October,14,NA,Weekdays,150,Moderate,2
2019,October,15,NA,Weekdays,134,Moderate,2
2019,October,16,NA,Weekdays,136,Moderate,2
2019,October,17,NA,Weekdays,76,Satisfactory,1
2019,October,18,NA,Weekdays,157,Moderate,2
2019,October,19,NA,Weekends,140,Moderate,2
2019,October,20,NA,Weekends,122,Moderate,2
2019,October,21,NA,Weekdays,196,Moderate,2
2019,October,22,NA,Weekdays,167,Moderate,2
2019,October,23,NA,Weekdays,178,Moderate,2
2019,October,24,NA,Weekdays,94,Satisfactory,1
2019,October,25,NA,Weekdays,47,Good,0
2019,October,26,NA,Weekends,52,Satisfactory,1
2019,October,27,Diwali,Weekends,125,Moderate,2
2019,October,28,NA,Weekdays,160,Moderate,2
2019,October,29,NA,Weekdays,219,Poor,3
2019,October,30,NA,Weekdays,205,Poor,3
2019,October,31,NA,Weekdays,244,Poor,3
2019,November,1,NA,Weekdays,231,Poor,3
2019,November,2,NA,Weekends,180,Moderate,2
2019,November,3,NA,Weekends,141,Moderate,2
2019,November,4,NA,Weekdays,135,Moderate,2
2019,November,5,NA,Weekdays,208,Poor,3
2019,November,6,NA,Weekdays,331,Very Poor,4
2019,November,7,NA,Weekdays,215,Poor,3
2019,November,8,NA,Weekdays,154,Moderate,2
2019,November,9,NA,Weekends,51,Satisfactory,1
2019,November,10,NA,Weekends,41,Good,0
2019,November,11,NA,Weekdays,65,Satisfactory,1
2019,November,12,NA,Weekdays,170,Moderate,2
2019,November,13,NA,Weekdays,231,Poor,3
2019,November,14,NA,Weekdays,187,Moderate,2
2019,November,15,NA,Weekdays,184,Moderate,2
2019,November,16,NA,Weekends,178,Moderate,2
2019,November,17,NA,Weekends,204,Poor,3
2019,November,18,NA,Weekdays,219,Poor,3
2019,November,19,NA,Weekdays,229,Poor,3
2019,November,20,NA,Weekdays,205,Poor,3
2019,November,21,NA,Weekdays,202,Poor,3
2019,November,22,NA,Weekdays,195,Moderate,2
2019,November,23,NA,Weekends,241,Poor,3
2019,November,24,NA,Weekends,290,Poor,3
2019,November,25,NA,Weekdays,259,Poor,3
2019,November,26,NA,Weekdays,267,Poor,3
2019,November,27,NA,Weekdays,253,Poor,3
2019,November,28,NA,Weekdays,181,Moderate,2
2019,November,29,NA,Weekdays,193,Moderate,2
2019,November,30,NA,Weekends,227,Poor,3
2019,December,1,NA,Weekends,204,Poor,3
2019,December,2,NA,Weekdays,180,Moderate,2
2019,December,3,NA,Weekdays,207,Poor,3
2019,December,4,NA,Weekdays,234,Poor,3
2019,December,5,NA,Weekdays,194,Moderate,2
2019,December,6,NA,Weekdays,177,Moderate,2
2019,December,7,NA,Weekends,137,Moderate,2
2019,December,8,NA,Weekends,182,Moderate,2
2019,December,9,NA,Weekdays,114,Moderate,2
2019,December,10,NA,Weekdays,135,Moderate,2
2019,December,11,NA,Weekdays,156,Moderate,2
2019,December,12,NA,Weekdays,135,Moderate,2
2019,December,13,NA,Weekdays,214,Poor,3
2019,December,14,NA,Weekends,262,Poor,3
2019,December,15,NA,Weekends,239,Poor,3
2019,December,16,NA,Weekdays,152,Moderate,2
2019,December,17,NA,Weekdays,128,Moderate,2
2019,December,18,NA,Weekdays,145,Moderate,2
2019,December,19,NA,Weekdays,149,Moderate,2
2019,December,20,NA,Weekdays,172,Moderate,2
2019,December,21,NA,Weekends,258,Poor,3
2019,December,22,NA,Weekends,234,Poor,3
2019,December,23,NA,Weekdays,268,Poor,3
2019,December,24,NA,Weekdays,300,Poor,3
2019,December,25,NA,Weekdays,240,Poor,3
2019,December,26,NA,Weekdays,256,Poor,3
2019,December,27,NA,Weekdays,150,Moderate,2
2019,December,28,NA,Weekends,274,Poor,3
2019,December,29,NA,Weekends,222,Poor,3
2019,December,30,NA,Weekdays,243,Poor,3
2019,December,31,NA,Weekdays,262,Poor,3
2020,January,1,NA,Weekdays,260,Poor,3
2020,January,2,NA,Weekdays,249,Poor,3
2020,January,3,NA,Weekdays,166,Moderate,2
2020,January,4,NA,Weekends,78,Satisfactory,1
2020,January,5,NA,Weekends,178,Moderate,2
2020,January,6,NA,Weekdays,209,Poor,3
2020,January,7,NA,Weekdays,206,Poor,3
2020,January,8,NA,Weekdays,255,Poor,3
2020,January,9,NA,Weekdays,177,Moderate,2
2020,January,10,NA,Weekdays,172,Moderate,2
2020,January,11,NA,Weekends,152,Moderate,2
2020,January,12,NA,Weekends,188,Moderate,2
2020,January,13,NA,Weekdays,178,Moderate,2
2020,January,14,NA,Weekdays,270,Poor,3
2020,January,15,NA,Weekdays,326,Very Poor,4
2020,January,16,NA,Weekdays,321,Very Poor,4
2020,January,17,NA,Weekdays,252,Poor,3
2020,January,18,NA,Weekends,191,Moderate,2
2020,January,19,NA,Weekends,181,Moderate,2
2020,January,20,NA,Weekdays,132,Moderate,2
2020,January,21,NA,Weekdays,177,Moderate,2
2020,January,22,NA,Weekdays,232,Poor,3
2020,January,23,NA,Weekdays,252,Poor,3
2020,January,24,NA,Weekdays,226,Poor,3
2020,January,25,NA,Weekends,148,Moderate,2
2020,January,26,NA,Weekends,222,Poor,3
2020,January,27,NA,Weekdays,214,Poor,3
2020,January,28,NA,Weekdays,275,Poor,3
2020,January,29,NA,Weekdays,145,Moderate,2
2020,January,30,NA,Weekdays,106,Moderate,2
2020,January,31,NA,Weekdays,173,Moderate,2
2020,February,1,NA,Weekends,148,Moderate,2
2020,February,2,NA,Weekends,168,Moderate,2
2020,February,3,NA,Weekdays,156,Moderate,2
2020,February,4,NA,Weekdays,176,Moderate,2
2020,February,5,NA,Weekdays,242,Poor,3
2020,February,6,NA,Weekdays,150,Moderate,2
2020,February,7,NA,Weekdays,182,Moderate,2
2020,February,8,NA,Weekends,180,Moderate,2
2020,February,9,NA,Weekends,239,Poor,3
2020,February,10,NA,Weekdays,182,Moderate,2
2020,February,11,NA,Weekdays,227,Poor,3
2020,February,12,NA,Weekdays,228,Poor,3
2020,February,13,NA,Weekdays,233,Poor,3
2020,February,14,NA,Weekdays,243,Poor,3
2020,February,15,NA,Weekends,168,Moderate,2
2020,February,16,NA,Weekends,220,Poor,3
2020,February,17,NA,Weekdays,220,Poor,3
2020,February,18,NA,Weekdays,194,Moderate,2
2020,February,19,NA,Weekdays,187,Moderate,2
2020,February,20,NA,Weekdays,150,Moderate,2
2020,February,21,NA,Weekdays,184,Moderate,2
2020,February,22,NA,Weekends,240,Poor,3
2020,February,23,NA,Weekends,221,Poor,3
2020,February,24,NA,Weekdays,206,Poor,3
2020,February,25,NA,Weekdays,213,Poor,3
2020,February,26,NA,Weekdays,91,Satisfactory,1
2020,February,27,NA,Weekdays,71,Satisfactory,1
2020,February,28,NA,Weekdays,158,Moderate,2
2020,February,29,NA,Weekends,147,Moderate,2
2020,March,1,NA,Weekends,202,Poor,3
2020,March,2,NA,Weekdays,217,Poor,3
2020,March,3,NA,Weekdays,190,Moderate,2
2020,March,4,NA,Weekdays,102,Moderate,2
2020,March,5,NA,Weekdays,74,Satisfactory,1
2020,March,6,NA,Weekdays,80,Satisfactory,1
2020,March,7,NA,Weekends,59,Satisfactory,1
2020,March,8,NA,Weekends,78,Satisfactory,1
2020,March,9,NA,Weekdays,138,Moderate,2
2020,March,10,NA,Weekdays,167,Moderate,2
2020,March,11,NA,Weekdays,124,Moderate,2
2020,March,12,NA,Weekdays,118,Moderate,2
2020,March,13,NA,Weekdays,108,Moderate,2
2020,March,14,NA,Weekends,141,Moderate,2
2020,March,15,NA,Weekends,85,Satisfactory,1
2020,March,16,NA,Weekdays,108,Moderate,2
2020,March,17,NA,Weekdays,147,Moderate,2
2020,March,18,NA,Weekdays,173,Moderate,2
2020,March,19,NA,Weekdays,216,Poor,3
2020,March,20,NA,Weekdays,123,Moderate,2
2020,March,21,NA,Weekends,128,Moderate,2
2020,March,22,NA,Weekends,76,Satisfactory,1
2020,March,23,NA,Weekdays,108,Moderate,2
2020,March,24,NA,Weekdays,81,Satisfactory,1
2020,March,25,NA,Weekdays,97,Satisfactory,1
2020,March,26,NA,Weekdays,86,Satisfactory,1
2020,March,27,NA,Weekdays,116,Moderate,2
2020,March,28,NA,Weekends,102,Moderate,2
2020,March,29,NA,Weekends,102,Moderate,2
2020,March,30,NA,Weekdays,112,Moderate,2
2020,March,31,NA,Weekdays,112,Moderate,2
2020,April,1,NA,Weekdays,137,Moderate,2
2020,April,2,NA,Weekdays,101,Moderate,2
2020,April,3,NA,Weekdays,109,Moderate,2
2020,April,4,NA,Weekends,146,Moderate,2
2020,April,5,NA,Weekends,95,Satisfactory,1
2020,April,6,NA,Weekdays,82,Satisfactory,1
2020,April,7,NA,Weekdays,91,Satisfactory,1
2020,April,8,NA,Weekdays,75,Satisfactory,1
2020,April,9,NA,Weekdays,91,Satisfactory,1
2020,April,10,NA,Weekdays,68,Satisfactory,1
2020,April,11,NA,Weekends,61,Satisfactory,1
2020,April,12,NA,Weekends,57,Satisfactory,1
2020,April,13,NA,Weekdays,56,Satisfactory,1
2020,April,14,NA,Weekdays,53,Satisfactory,1
2020,April,15,NA,Weekdays,53,Satisfactory,1
2020,April,16,NA,Weekdays,67,Satisfactory,1
2020,April,17,NA,Weekdays,53,Satisfactory,1
2020,April,18,NA,Weekends,40,Good,0
2020,April,19,NA,Weekends,62,Satisfactory,1
2020,April,20,NA,Weekdays,40,Good,0
2020,April,21,NA,Weekdays,49,Good,0
2020,April,22,NA,Weekdays,50,Good,0
2020,April,23,NA,Weekdays,32,Good,0
2020,April,24,NA,Weekdays,34,Good,0
2020,April,25,NA,Weekends,51,Satisfactory,1
2020,April,26,NA,Weekends,56,Satisfactory,1
2020,April,27,NA,Weekdays,36,Good,0
2020,April,28,NA,Weekdays,39,Good,0
2020,April,29,NA,Weekdays,49,Good,0
2020,April,30,NA,Weekdays,48,Good,0
2020,May,1,NA,Weekdays,49,Good,0
2020,May,2,NA,Weekends,44,Good,0
2020,May,3,NA,Weekends,56,Satisfactory,1
2020,May,4,NA,Weekdays,48,Good,0
2020,May,5,NA,Weekdays,47,Good,0
2020,May,6,NA,Weekdays,52,Satisfactory,1
2020,May,7,NA,Weekdays,51,Satisfactory,1
2020,May,8,NA,Weekdays,53,Satisfactory,1
2020,May,9,NA,Weekends,65,Satisfactory,1
2020,May,10,NA,Weekends,56,Satisfactory,1
2020,May,11,NA,Weekdays,68,Satisfactory,1
2020,May,12,NA,Weekdays,100,Satisfactory,1
2020,May,13,NA,Weekdays,57,Satisfactory,1
2020,May,14,NA,Weekdays,47,Good,0
2020,May,15,NA,Weekdays,37,Good,0
2020,May,16,NA,Weekends,42,Good,0
2020,May,17,NA,Weekends,44,Good,0
2020,May,18,NA,Weekdays,36,Good,0
2020,May,19,NA,Weekdays,27,Good,0
2020,May,20,NA,Weekdays,29,Good,0
2020,May,21,NA,Weekdays,33,Good,0
2020,May,22,NA,Weekdays,44,Good,0
2020,May,23,NA,Weekends,58,Satisfactory,1
2020,May,24,NA,Weekends,50,Good,0
2020,May,25,NA,Weekdays,47,Good,0
2020,May,26,NA,Weekdays,46,Good,0
2020,May,27,NA,Weekdays,40,Good,0
2020,May,28,NA,Weekdays,42,Good,0
2020,May,29,NA,Weekdays,51,Satisfactory,1
2020,May,30,NA,Weekends,47,Good,0
2020,May,31,NA,Weekends,50,Good,0
2020,June,1,NA,Weekdays,38,Good,0
2020,June,2,NA,Weekdays,43,Good,0
2020,June,3,NA,Weekdays,49,Good,0
2020,June,4,NA,Weekdays,42,Good,0
2020,June,5,NA,Weekdays,33,Good,0
2020,June,6,NA,Weekends,49,Good,0
2020,June,7,NA,Weekends,57,Satisfactory,1
2020,June,8,NA,Weekdays,47,Good,0
2020,June,9,NA,Weekdays,46,Good,0
2020,June,10,NA,Weekdays,37,Good,0
2020,June,11,NA,Weekdays,26,Good,0
2020,June,12,NA,Weekdays,31,Good,0
2020,June,13,NA,Weekends,33,Good,0
2020,June,14,NA,Weekends,30,Good,0
2020,June,15,NA,Weekdays,31,Good,0
2020,June,16,NA,Weekdays,37,Good,0
2020,June,17,NA,Weekdays,39,Good,0
2020,June,18,NA,Weekdays,40,Good,0
2020,June,19,NA,Weekdays,44,Good,0
2020,June,20,NA,Weekends,42,Good,0
2020,June,21,NA,Weekends,34,Good,0
2020,June,22,NA,Weekdays,39,Good,0
2020,June,23,NA,Weekdays,43,Good,0
2020,June,24,NA,Weekdays,51,Satisfactory,1
2020,June,25,NA,Weekdays,45,Good,0
2020,June,26,NA,Weekdays,36,Good,0
2020,June,27,NA,Weekends,30,Good,0
2020,June,28,NA,Weekends,30,Good,0
2020,June,29,NA,Weekdays,37,Good,0
2020,June,30,NA,Weekdays,41,Good,0
2020,July,1,NA,Weekdays,44,Good,0
2020,July,2,NA,Weekdays,41,Good,0
2020,July,3,NA,Weekdays,40,Good,0
2020,July,4,NA,Weekends,27,Good,0
2020,July,5,NA,Weekends,30,Good,0
2020,July,6,NA,Weekdays,34,Good,0
2020,July,7,NA,Weekdays,36,Good,0
2020,July,8,NA,Weekdays,54,Satisfactory,1
2020,July,9,NA,Weekdays,51,Satisfactory,1
2020,July,10,NA,Weekdays,40,Good,0
2020,July,11,NA,Weekends,41,Good,0
2020,July,12,NA,Weekends,49,Good,0
2020,July,13,NA,Weekdays,40,Good,0
2020,July,14,NA,Weekdays,50,Good,0
2020,July,15,NA,Weekdays,28,Good,0
2020,July,16,NA,Weekdays,29,Good,0
2020,July,17,NA,Weekdays,27,Good,0
2020,July,18,NA,Weekends,40,Good,0
2020,July,19,NA,Weekends,36,Good,0
